Repair_ID,Device_ID,Device_Type,Brand,Model,Serial_Number,Customer_Name,Engineer,Repair_Date,Failure_Category,Failure_Type,Root_Cause,Repair_Action,Parts_Used,Repair_Time_Hours,Repair_Cost,QC_Status,QC_Inspector,Rework,Final_Status,Warehouse,Supplier,Warranty,Customer_Satisfaction
RP000306,DV43586,Laptop,Acer,MacBook Pro,SN-BERp-85158,Sherry Giles,Mike Underwood,2025-09-09,Display,Battery,Population toward alone.,Firmware Update,SSD Drive,7.37,644.68,Pass,Rebecca Brown,No,Cancelled,Dallas,Seagate,No,1
RP000307,DV85534,Laptop,Dell,EliteBook,SN-OSxZ-34864,Kimberly Young,Adam Yu,2025-06-18,Network,Operating System,Feeling view series father.,OS Reinstallation,SSD Drive,8.76,220.04,Pass,Caitlin Gonzales,No,Completed,Austin,Seagate,Yes,3
RP000308,DV80769,Desktop,Lenovo,Aspire,SN-XFEV-56041,Ryan Love,Samantha Holloway,2024-12-12,Software,SSD,Media goal own spend.,Replace Component,Power Supply,9.72,614.63,Pass,Jody Johnson,Yes,Pending,Austin,Western Digital,Yes,2
RP000309,DV54062,Workstation,Acer,ZenBook,SN-zmOt-02720,Bradley Moore,Tracy Rivas,2026-04-20,Hardware,Power Supply,Suggest rate society.,OS Reinstallation,Keyboard,1.31,426.37,Pass,John Moss,Yes,Pending,Houston,Western Digital,No,5
RP000310,DV35703,Desktop,Hp,Latitude,SN-mfAx-42954,Shawn Duffy,Courtney Vaughan,2024-12-16,Network,Operating System,Positive phone trade wind cup red.,BIOS Update,SSD Drive,1.57,360.19,Fail,James Patterson,No,Completed,Austin,Kingston,Yes,3
RP000311,DV32184,Workstation,Acer,ThinkPad,SN-KhaT-42152,Patricia Hebert,Kathleen Walker,2025-07-20,Power,Motherboard,Course technology site explain.,Component Repair,Motherboard,2.4,330.37,Pass,Carlos Gates DDS,Yes,Cancelled,Dallas,Intel,Yes,3
RP000312,DV11800,Laptop,Lenovo,MacBook Pro,SN-Yjbs-43626,Cynthia Hayes,Kevin Holland,2025-07-27,Power,Motherboard,Action card follow.,BIOS Update,Motherboard,7.53,208.91,Fail,Melissa Reeves,No,Cancelled,Houston,Dell Parts,Yes,4
RP000313,DV86415,Laptop,Lenovo,ThinkPad,SN-Jddv-69411,Kaitlin Gomez,Megan Pham,2024-09-02,Hardware,Screen,Accept mean herself.,Software Installation,Keyboard,1.0,541.07,Pass,Megan Anderson,Yes,Pending,Austin,Dell Parts,No,1
RP000314,DV12500,Workstation,Hp,MacBook Pro,SN-kGFv-80924,Bonnie Stewart,Brenda Wilson,2025-09-17,Display,RAM,Without material wind.,BIOS Update,WiFi Card,8.73,448.67,Pass,Isaac Jordan,Yes,Cancelled,Phoenix,Seagate,Yes,1
RP000315,DV42426,Server,Lenovo,MacBook Pro,SN-BkuV-49485,Pamela Hernandez DVM,Rebecca Brown,2025-01-17,Power,SSD,Approach consumer like.,Replace Component,Cooling Fan,7.0,316.53,Fail,John Wilson,Yes,Cancelled,Austin,Samsung,No,4
RP000316,DV13862,Server,Hp,ThinkPad,SN-FDFh-70758,Sharon Martinez,Sean White,2024-12-22,Network,Operating System,Seek state none production.,Firmware Update,Battery,1.33,336.66,Pass,Zachary Smith,No,Completed,Houston,Western Digital,No,5
RP000317,DV53160,Desktop,Hp,ZenBook,SN-XFRg-92613,Allison Maldonado,Jennifer Garza,2025-04-10,Software,Cooling Fan,Student child ball.,Cleaning,Motherboard,8.69,281.75,Pass,Mary Gibson,No,Completed,Houston,Kingston,Yes,5
RP000318,DV79856,Desktop,Lenovo,ThinkPad,SN-PNCu-49050,Zoe Meadows,Beverly Boyer,2026-03-14,Hardware,Keyboard,Follow area audience weight.,OS Reinstallation,Power Supply,3.38,609.21,Fail,James Thompson,Yes,Completed,Dallas,Intel,Yes,1
RP000319,DV90213,Server,Acer,Aspire,SN-yXzs-61032,Tiffany Moore,Robert Fitzgerald,2024-10-20,Display,Battery,Tough page grow benefit.,Cleaning,Motherboard,2.69,69.56,Pass,Curtis Griffin,No,Completed,Phoenix,Dell Parts,No,2
RP000320,DV60785,Workstation,Hp,ThinkPad,SN-BfWB-67499,Lisa Hamilton,Andrew Peterson,2025-02-25,Software,Battery,Put positive require us money.,Replace Component,Power Supply,7.76,61.26,Fail,Angela Mcdonald,No,Completed,Houston,Intel,Yes,2
RP000321,DV67577,Workstation,Asus,EliteBook,SN-RtpH-17422,Keith Arnold,Kayla Dixon,2024-10-20,Power,Battery,Behind produce nothing effect effort.,OS Reinstallation,Power Supply,7.87,505.95,Fail,Jonathan Wilson,No,Pending,Dallas,Seagate,Yes,4
RP000322,DV69886,Desktop,Acer,Aspire,SN-fATt-72260,Nathaniel Todd,Robert Peterson,2026-05-31,Power,Motherboard,Decision back word else.,Cleaning,Power Supply,5.4,522.99,Pass,Jessica Smith,Yes,Pending,Phoenix,Western Digital,No,3
RP000323,DV70469,Workstation,Lenovo,Aspire,SN-DSzQ-61027,Lindsay Tucker,Valerie Ward,2026-01-24,Hardware,Power Supply,Source because career course staff.,Software Installation,WiFi Card,8.38,388.77,Pass,Chelsea Johnson,Yes,Cancelled,Houston,Western Digital,No,3
RP000324,DV69098,Desktop,Apple,Aspire,SN-mftX-72368,John Johnson,Christian Park,2026-06-18,Software,WiFi Card,Likely teacher one cut notice street.,Replace Component,Keyboard,3.58,536.43,Pass,Adam Mccoy,Yes,Completed,Dallas,Dell Parts,No,3
RP000325,DV21181,Workstation,Asus,Aspire,SN-UJsc-66799,Mr. Kevin Carr,Ruth Freeman,2025-01-23,Display,SSD,Month instead firm.,OS Reinstallation,Power Supply,0.92,178.16,Fail,Steven Butler,Yes,Completed,Houston,Intel,Yes,4
RP000326,DV50378,Workstation,Lenovo,ZenBook,SN-CSBb-71795,Nicholas Harrison,Jordan Matthews,2025-08-31,Software,RAM,Two table resource life third.,Software Installation,Motherboard,0.53,624.05,Pass,Jeanette Butler,No,Pending,Phoenix,Seagate,Yes,5
RP000327,DV74679,Desktop,Acer,ZenBook,SN-sSVf-57293,Betty Gonzalez,Ashlee Perry,2025-11-12,Power,WiFi Card,Field decide another adult thing ground.,OS Reinstallation,WiFi Card,1.25,500.08,Pass,Ronald Kline,No,Cancelled,Houston,Samsung,Yes,2
RP000328,DV17217,Server,Dell,ThinkPad,SN-NohJ-01561,David Peterson,Anthony Rich,2024-09-13,Hardware,Cooling Fan,To table them page.,Component Repair,Keyboard,3.65,115.78,Pass,Anthony Shah,No,Completed,Houston,Dell Parts,No,5
RP000329,DV96628,Desktop,Apple,ZenBook,SN-YgJc-71199,Carol Wilson,Isaiah Chandler,2024-08-04,Display,Keyboard,Seven marriage that child hair.,Replace Component,SSD Drive,7.8,292.12,Fail,Barbara Harris,Yes,Pending,Dallas,Kingston,No,2
RP000330,DV25993,Server,Lenovo,Aspire,SN-sGkf-60375,Mike Perry,Danielle Mullins,2024-08-01,Power,Power Supply,Instead direction soon including important learn.,Software Installation,Motherboard,6.31,131.98,Pass,Rebecca Cox,No,Cancelled,Austin,Western Digital,No,3
RP000331,DV78864,Server,Hp,Aspire,SN-efvu-07208,Raymond Hamilton,Andrew Nielsen,2024-12-02,Display,WiFi Card,Total around place.,Cleaning,WiFi Card,5.18,184.93,Pass,Mary Meyer,No,Completed,Dallas,Samsung,Yes,4
RP000332,DV91980,Desktop,Acer,MacBook Pro,SN-UVuw-46684,Douglas Rose,Melody Griffin,2026-03-15,Power,Motherboard,Thought person peace kind.,BIOS Update,Cooling Fan,5.82,528.13,Pass,Robert Wong,Yes,Cancelled,Austin,Kingston,Yes,3
RP000333,DV49358,Server,Dell,Latitude,SN-vyUU-34108,Beth Braun,Brandon Arnold,2025-02-10,Network,Keyboard,Future player age three music else.,OS Reinstallation,RAM Module,8.4,195.51,Fail,Elizabeth Henderson,No,Pending,Dallas,Dell Parts,Yes,4
RP000334,DV30366,Workstation,Acer,EliteBook,SN-OGwh-81054,Matthew Martinez,Norman Chavez,2024-10-09,Power,Operating System,South writer not thus.,Firmware Update,RAM Module,8.43,274.51,Fail,Kim Larson,Yes,Completed,Austin,Kingston,Yes,2
RP000335,DV46760,Server,Apple,ZenBook,SN-TyHV-54492,Garrett Aguilar,Heather Garcia,2026-06-12,Display,SSD,Stock bank artist thousand live.,Cleaning,Power Supply,2.28,137.63,Fail,Jacob Fox,No,Cancelled,Dallas,Kingston,No,1
RP000336,DV75149,Server,Apple,EliteBook,SN-LFOB-98864,Melissa Gould PhD,Christopher Wagner,2025-11-12,Software,Power Supply,Represent can relate tell brother defense.,BIOS Update,Battery,1.57,638.71,Pass,Paul Raymond,Yes,Pending,Dallas,Western Digital,Yes,2
RP000337,DV54579,Server,Lenovo,ThinkPad,SN-hxKs-51961,Christian Watson,Elizabeth Tucker PhD,2025-03-05,Hardware,Power Supply,Six instead view.,Firmware Update,Battery,2.45,77.41,Fail,Drew White,Yes,Completed,Austin,Samsung,Yes,3
RP000338,DV71194,Laptop,Acer,ZenBook,SN-ecAE-70185,Krystal Mccullough,Karen Cortez,2026-05-27,Network,Motherboard,Car catch PM seven project chance.,Cleaning,Keyboard,6.57,207.38,Pass,Ann Weber,Yes,Pending,Austin,Seagate,No,4
RP000339,DV97965,Server,Hp,ThinkPad,SN-vIcQ-96636,Nancy Brewer,Michelle Armstrong,2026-03-15,Network,RAM,Night buy nice court.,Replace Component,SSD Drive,2.46,312.74,Fail,Laura Brown,No,Completed,Austin,Seagate,Yes,2
RP000340,DV19337,Server,Acer,MacBook Pro,SN-bhQI-98378,Albert Buchanan,Michael Clay,2025-08-29,Hardware,SSD,Be move fly open man.,Replace Component,WiFi Card,9.08,87.84,Fail,Gina White,Yes,Completed,Phoenix,Western Digital,Yes,5
RP000341,DV87693,Workstation,Acer,EliteBook,SN-fhgI-08564,Charles Scott,Eric Russell,2024-10-07,Network,Keyboard,Arrive which consider require.,Component Repair,Motherboard,7.27,553.15,Pass,Brett Thomas,No,Cancelled,Houston,Samsung,No,1
RP000342,DV69714,Workstation,Apple,ThinkPad,SN-mpWM-54610,Katherine Goodwin,Brian Brown,2025-08-30,Software,SSD,Network assume ahead plant trial.,Component Repair,Keyboard,9.17,344.06,Fail,Julian Willis,No,Pending,Phoenix,Samsung,Yes,4
RP000343,DV24796,Workstation,Apple,ThinkPad,SN-KACf-13824,Kathryn Patton,Joshua Jackson,2025-07-19,Network,Keyboard,Mr interest treatment later.,Cleaning,Battery,5.33,354.26,Pass,John Calderon,No,Cancelled,Dallas,Kingston,No,4
RP000344,DV87402,Desktop,Acer,ThinkPad,SN-rMqR-42007,Gregory Chen,Katrina Williams,2025-05-16,Display,SSD,None feel house but cause news.,OS Reinstallation,Power Supply,1.13,206.18,Fail,Jeffrey Bishop,No,Cancelled,Austin,Seagate,Yes,2
RP000345,DV96849,Laptop,Asus,ZenBook,SN-pQuv-55474,Tyler Murphy,Brandi Nielsen,2024-08-27,Display,WiFi Card,Live top pull including time reflect.,Replace Component,WiFi Card,3.59,123.24,Fail,Kimberly Cobb,Yes,Pending,Phoenix,Samsung,Yes,5
RP000346,DV59664,Workstation,Asus,ZenBook,SN-wyMw-18071,Ryan Cain,Mrs. Jacqueline Lee,2025-08-12,Hardware,RAM,Develop after exactly.,Software Installation,Battery,8.93,727.44,Pass,Heather Davis,Yes,Cancelled,Houston,Western Digital,No,4
RP000347,DV90684,Workstation,Hp,ThinkPad,SN-xcrF-94337,Michelle Clark,Roberto Foster,2024-11-29,Network,Screen,Notice management necessary process.,Cleaning,Keyboard,9.23,752.51,Fail,Melanie Cunningham,Yes,Cancelled,Dallas,Seagate,No,2
RP000348,DV48559,Server,Acer,Latitude,SN-qKoH-19212,Denise Abbott,Wayne Byrd,2026-05-11,Hardware,Power Supply,Education nice law visit political wall.,Component Repair,Cooling Fan,1.54,261.66,Pass,Todd Reynolds,Yes,Pending,Phoenix,Dell Parts,No,4
RP000349,DV63219,Workstation,Acer,ThinkPad,SN-FxHW-64187,Nathan Williams,Kim Stewart,2025-06-18,Software,WiFi Card,Create bank occur agent scene.,Software Installation,Motherboard,5.78,682.5,Fail,Jessica Jones,No,Completed,Austin,Dell Parts,Yes,2
RP000350,DV11520,Laptop,Hp,ZenBook,SN-eOOg-33254,Jeffrey Johnson,Taylor Pittman,2026-05-01,Power,Operating System,Blue draw future approach.,Software Installation,SSD Drive,1.8,654.46,Fail,Robert Harding,No,Cancelled,Houston,Western Digital,No,5
RP000351,DV68988,Server,Hp,ThinkPad,SN-Lhfd-99717,Jamie Wu,Rachel Brown,2025-06-15,Power,Cooling Fan,Area particularly it big argue.,Replace Component,WiFi Card,8.54,227.56,Fail,Samuel Morales,No,Cancelled,Austin,Samsung,Yes,5
RP000352,DV73342,Server,Dell,Aspire,SN-aDyD-96399,Sheryl Harvey,Timothy Logan,2024-07-22,Power,RAM,Military onto blue activity require.,Software Installation,Keyboard,4.92,108.68,Pass,Sara Strong,Yes,Pending,Dallas,Dell Parts,No,5
RP000353,DV16917,Laptop,Apple,MacBook Pro,SN-EUNC-28456,Chad Williams,Kevin Palmer,2025-07-27,Display,WiFi Card,Find those simply challenge final.,Cleaning,Cooling Fan,4.5,770.44,Fail,Jacob Smith,No,Completed,Dallas,Dell Parts,No,5
RP000354,DV44136,Workstation,Acer,ThinkPad,SN-JdBw-92038,Curtis Kerr,Gloria Contreras,2026-05-12,Display,Motherboard,Outside former official white pattern.,Firmware Update,Keyboard,8.18,518.24,Fail,Christopher Gibson,No,Completed,Houston,Seagate,Yes,3
RP000355,DV43036,Server,Lenovo,EliteBook,SN-SoDN-07303,John Tate,Renee Bennett,2026-02-28,Hardware,RAM,Contain wrong guy available air.,Cleaning,Battery,9.15,604.23,Fail,Dylan Lee,No,Completed,Austin,Dell Parts,Yes,4
RP000356,DV33699,Laptop,Lenovo,Latitude,SN-mslo-95003,Michelle Morgan,Cassandra Smith,2025-01-19,Software,Cooling Fan,Treat again quality her.,Component Repair,Battery,8.46,614.57,Fail,Ashley Boyle,No,Completed,Phoenix,Dell Parts,Yes,2
RP000357,DV85727,Laptop,Asus,EliteBook,SN-QkHZ-47355,Dr. Sherry Jones MD,Rebecca Lee,2025-07-25,Hardware,Motherboard,Reason fish involve player TV.,Software Installation,WiFi Card,4.29,276.03,Pass,Laurie Dickerson,No,Cancelled,Phoenix,Western Digital,No,2
RP000358,DV79526,Laptop,Lenovo,MacBook Pro,SN-OYri-42530,Tracy Blackwell,Brad Ruiz,2025-04-24,Power,Keyboard,Ask meet seem population meeting material.,Cleaning,RAM Module,1.42,448.47,Fail,Frank Brooks,No,Cancelled,Austin,Kingston,No,3
RP000359,DV22881,Workstation,Apple,ZenBook,SN-zOYL-77749,Christine Jacobson,David Robinson,2025-10-25,Software,Cooling Fan,Thousand number very hear nearly.,Component Repair,Motherboard,5.44,558.29,Pass,Bradley Wallace,No,Cancelled,Dallas,Dell Parts,Yes,1
RP000360,DV11567,Laptop,Acer,Latitude,SN-GNvB-53907,Jeffrey Richardson,Mr. Alexander Alexander III,2025-05-18,Power,Keyboard,Grow bar successful.,Software Installation,Keyboard,2.89,75.53,Pass,Maria Hartman,Yes,Cancelled,Houston,Seagate,Yes,1
RP000361,DV21322,Desktop,Apple,ZenBook,SN-cImv-31115,Gary Turner,Melinda Hill,2024-11-01,Display,SSD,Your your sell science treatment across.,Replace Component,Battery,2.91,400.22,Pass,Rodney Logan,No,Pending,Phoenix,Dell Parts,No,3
RP000362,DV31229,Server,Dell,MacBook Pro,SN-PGWj-66907,Crystal Cummings,David Matthews,2026-04-29,Power,Keyboard,Serious reveal left social fine could.,Replace Component,Keyboard,9.58,248.5,Fail,Melissa Clark,Yes,Pending,Houston,Seagate,No,2
RP000363,DV94604,Laptop,Hp,Aspire,SN-KitV-78052,Robert Flowers,Jason Jennings,2025-02-25,Power,Battery,Several real federal only nothing.,Cleaning,SSD Drive,9.17,586.55,Pass,Charles Rowland,Yes,Completed,Dallas,Seagate,No,4
RP000364,DV12459,Desktop,Asus,ZenBook,SN-zynz-59999,James Wells,Victor Fowler,2025-02-19,Hardware,Motherboard,Behavior bit need allow.,Firmware Update,Power Supply,3.03,575.04,Fail,Katherine Lopez,Yes,Cancelled,Phoenix,Western Digital,No,4
RP000365,DV19188,Desktop,Dell,MacBook Pro,SN-sQHe-16433,Jacob Smith,Theodore Myers,2025-01-06,Power,RAM,Can industry sea.,Cleaning,Cooling Fan,3.67,277.12,Pass,Steven Clark,Yes,Pending,Austin,Samsung,No,3
RP000366,DV94907,Desktop,Acer,Latitude,SN-MKtL-34672,Mitchell Stevens,William Griffin,2025-12-18,Power,Battery,Painting east forget notice make.,BIOS Update,Power Supply,9.02,522.96,Fail,Andrew Davis,No,Completed,Phoenix,Dell Parts,Yes,2
RP000367,DV14679,Laptop,Asus,Aspire,SN-ZlAp-75469,Luke Reynolds,Matthew Hale,2025-12-28,Software,WiFi Card,Hour watch dream.,OS Reinstallation,SSD Drive,8.03,532.56,Fail,Denise Fuller,No,Completed,Dallas,Kingston,Yes,3
RP000368,DV15611,Laptop,Hp,ZenBook,SN-WJhx-41376,Brian Miranda,Jerry King,2025-05-24,Display,WiFi Card,And ago police put left gas.,Firmware Update,Battery,7.54,224.74,Pass,Cory Johnson,Yes,Cancelled,Houston,Western Digital,Yes,4
RP000369,DV91051,Desktop,Asus,ZenBook,SN-FDef-41257,Dana Dodson,Robert Skinner,2026-05-28,Software,Motherboard,Stuff parent concern buy.,Software Installation,RAM Module,9.09,665.55,Pass,Caroline Powers,No,Cancelled,Houston,Seagate,Yes,1
RP000370,DV24965,Desktop,Dell,ThinkPad,SN-lnTc-04275,Kim Ramos,Mark Mills,2025-02-19,Power,Keyboard,Hospital final appear.,Component Repair,Power Supply,3.58,781.89,Pass,Raymond Wang,No,Completed,Dallas,Seagate,Yes,3
RP000371,DV18286,Server,Hp,MacBook Pro,SN-bAba-35331,Corey Caldwell,Stephen Robles,2026-03-12,Software,Keyboard,Right analysis mention spring.,Cleaning,Battery,4.67,744.26,Pass,Mark Weber,Yes,Completed,Phoenix,Intel,Yes,4
RP000372,DV20580,Laptop,Hp,Latitude,SN-ngwu-86613,James Stewart,Jimmy Jones,2026-07-07,Display,Screen,Practice hard attack despite.,OS Reinstallation,WiFi Card,7.08,204.62,Fail,Kyle Bird,No,Pending,Houston,Intel,Yes,5
RP000373,DV33593,Laptop,Asus,EliteBook,SN-gMuO-18924,Megan Compton,Evelyn Reid,2025-02-17,Network,Operating System,Within project attack adult treatment.,Replace Component,Motherboard,2.32,789.95,Pass,Jorge Harmon,No,Cancelled,Houston,Western Digital,Yes,3
RP000374,DV16955,Laptop,Hp,ZenBook,SN-NWht-89030,Jeffrey Sanchez,Chad Jimenez,2025-12-27,Power,WiFi Card,Charge daughter also type.,Software Installation,Battery,6.87,82.34,Fail,Theresa Stevenson,No,Completed,Phoenix,Kingston,No,5
RP000375,DV69394,Laptop,Asus,Latitude,SN-HYAP-52450,Nicole Perez,Grace Harris,2026-05-30,Display,SSD,Trade professor eat.,Software Installation,RAM Module,5.11,137.05,Pass,Michelle Franklin,No,Cancelled,Austin,Western Digital,Yes,3
RP000376,DV40154,Server,Hp,Latitude,SN-OaeF-68527,Corey Walters,Dan Davis,2026-03-23,Software,Operating System,Nature somebody daughter medical international level.,Component Repair,Motherboard,4.07,215.5,Fail,Craig Coleman,No,Completed,Phoenix,Intel,Yes,5
RP000377,DV69636,Workstation,Lenovo,ThinkPad,SN-COmr-93449,Karen Tapia,James Ruiz,2026-01-12,Power,Battery,Measure same set standard soldier.,Firmware Update,Cooling Fan,9.77,201.66,Pass,James Dickerson,Yes,Cancelled,Dallas,Kingston,Yes,1
RP000378,DV71018,Workstation,Hp,EliteBook,SN-Ulqy-49828,Jesse Brooks,Andrea Taylor,2025-03-31,Software,Screen,Cultural trouble above technology room hear.,Cleaning,Battery,8.0,528.5,Pass,Jason Foster,Yes,Completed,Phoenix,Seagate,No,2
RP000379,DV87539,Workstation,Lenovo,Latitude,SN-eAch-56749,Keith Lee,David Gentry,2025-03-16,Power,Battery,Meeting major read recent prepare.,Software Installation,Cooling Fan,4.63,216.8,Pass,Nancy Allen,Yes,Pending,Dallas,Samsung,No,5
RP000380,DV14406,Workstation,Apple,ZenBook,SN-MDRj-05024,Lance Lynn,Alexandria Wise,2025-05-04,Hardware,WiFi Card,Huge only too million country.,OS Reinstallation,Motherboard,1.29,614.81,Fail,Ronald King,Yes,Completed,Austin,Kingston,Yes,1
RP000381,DV12087,Server,Hp,ZenBook,SN-tUAW-48869,Monica Davis,Paula Cooper,2025-03-09,Power,Cooling Fan,Especially decide security.,Firmware Update,RAM Module,9.78,397.82,Pass,Abigail Jackson,No,Completed,Austin,Dell Parts,No,1
RP000382,DV92222,Workstation,Asus,EliteBook,SN-HAPs-70116,Carolyn Brooks,Christina White,2026-05-02,Display,Motherboard,Late sport control.,BIOS Update,Power Supply,7.65,573.54,Pass,Clayton Malone,Yes,Cancelled,Austin,Dell Parts,Yes,5
RP000383,DV98428,Laptop,Dell,MacBook Pro,SN-Okfs-46791,Caleb Brown,David Washington,2025-07-06,Network,WiFi Card,Act entire western.,Cleaning,RAM Module,3.97,181.45,Pass,Rachel Williams,Yes,Completed,Austin,Intel,Yes,4
RP000384,DV86037,Desktop,Asus,ThinkPad,SN-HWrF-38069,George Jordan,Steve Key,2024-07-24,Network,Keyboard,Wait professor her arm.,BIOS Update,Power Supply,3.13,97.53,Fail,Gary Garcia,No,Pending,Dallas,Western Digital,No,4
RP000385,DV91389,Laptop,Hp,MacBook Pro,SN-hHrS-76209,Danielle Hayes,Sheila Robertson,2025-07-02,Hardware,RAM,About point walk focus.,OS Reinstallation,Battery,3.24,767.47,Pass,Shelley Montes,Yes,Pending,Dallas,Dell Parts,Yes,4
RP000386,DV29726,Laptop,Lenovo,MacBook Pro,SN-zVNY-57397,Jeffrey Huynh,Victoria Vincent,2025-12-16,Display,SSD,Safe family crime.,OS Reinstallation,Cooling Fan,4.49,603.28,Pass,Joseph Armstrong,No,Completed,Dallas,Samsung,Yes,5
RP000387,DV94498,Workstation,Acer,EliteBook,SN-tRJD-80271,Jeremy Wilson,Cynthia Lewis,2025-08-04,Network,WiFi Card,Black year ahead.,Cleaning,WiFi Card,4.85,475.44,Fail,Erin Reyes,Yes,Pending,Houston,Western Digital,No,3
RP000388,DV16202,Server,Lenovo,MacBook Pro,SN-QiIO-43471,Ann Holt,Tara Miranda,2026-02-12,Software,Cooling Fan,Ask gas travel sea rise president.,Software Installation,Keyboard,2.23,181.52,Pass,Tracy Kim,Yes,Completed,Dallas,Samsung,No,5
RP000389,DV26577,Server,Lenovo,ThinkPad,SN-fhfv-33414,Teresa Garner,Jacob Castaneda,2025-04-18,Software,Power Supply,Officer ability artist movie suggest.,Firmware Update,RAM Module,6.82,783.52,Pass,Emma Diaz,No,Pending,Houston,Seagate,No,1
RP000390,DV13266,Workstation,Hp,MacBook Pro,SN-gzaI-28993,Emily Cabrera,Daniel Frazier,2025-05-25,Network,SSD,Own certainly program.,Replace Component,Cooling Fan,6.65,271.67,Fail,Michele George,Yes,Cancelled,Phoenix,Kingston,Yes,4
RP000391,DV15253,Laptop,Lenovo,Latitude,SN-EOnF-48149,Vincent Brown,Brittany Moran,2026-02-21,Power,Cooling Fan,Red apply tend condition.,Component Repair,Motherboard,4.74,119.36,Pass,Mr. William Hopkins,Yes,Cancelled,Houston,Kingston,Yes,1
RP000392,DV20956,Workstation,Asus,ZenBook,SN-BREw-20865,Jeanne Rose,Michael Lee,2025-01-08,Hardware,Power Supply,Hour capital sell oil source sure.,OS Reinstallation,Motherboard,5.16,502.38,Pass,Judith Martin,No,Pending,Houston,Dell Parts,No,3
RP000393,DV60608,Laptop,Lenovo,EliteBook,SN-nnZV-27742,Matthew Cox,Ashley Floyd,2025-06-27,Network,Screen,Heavy work quickly.,OS Reinstallation,SSD Drive,2.55,715.85,Fail,Anthony Kelly,No,Pending,Houston,Dell Parts,No,4
RP000394,DV28293,Laptop,Hp,ThinkPad,SN-PvLB-72018,Lori Powell,David Burns,2024-11-19,Network,WiFi Card,West present heart reality somebody probably.,Component Repair,Cooling Fan,1.13,770.07,Fail,Sharon Santos,Yes,Completed,Phoenix,Dell Parts,No,4
RP000395,DV32923,Workstation,Asus,Aspire,SN-hfhF-47501,Susan Walker,Victoria Mendoza,2024-12-21,Software,Battery,Some Congress machine.,Software Installation,Power Supply,3.25,417.94,Fail,Jessica Duncan,No,Pending,Phoenix,Intel,Yes,1
RP000396,DV30188,Server,Asus,ZenBook,SN-zSbz-15182,Kimberly Burnett,Joseph Richards DDS,2025-10-18,Power,RAM,Send debate probably.,Firmware Update,Keyboard,4.46,418.91,Pass,Scott Neal,Yes,Completed,Austin,Western Digital,Yes,5
RP000397,DV57416,Workstation,Acer,MacBook Pro,SN-ciKn-08751,Anita Scott,Angela Martinez,2024-11-25,Network,WiFi Card,Hair name institution war.,Firmware Update,SSD Drive,4.05,599.72,Pass,Eric Shah,No,Completed,Dallas,Intel,No,4
RP000398,DV27759,Desktop,Dell,EliteBook,SN-KFSu-84872,Victoria Bell,Christine Garcia,2025-07-13,Network,Operating System,Down could feel.,Firmware Update,Cooling Fan,0.96,268.75,Pass,Tina Guzman,Yes,Cancelled,Houston,Samsung,Yes,5
RP000399,DV52284,Server,Lenovo,ZenBook,SN-UNBe-39542,Debbie Santos,Jesus Duffy,2025-08-24,Network,RAM,Vote century data picture especially.,Cleaning,Cooling Fan,8.32,59.67,Fail,Maria Klein,No,Pending,Phoenix,Kingston,Yes,1
RP000400,DV38557,Desktop,Hp,Aspire,SN-juYB-98926,Victor Wright,Joseph Sutton,2026-02-05,Display,Power Supply,At policy guy four event.,Component Repair,SSD Drive,4.46,737.02,Pass,Courtney Smith,Yes,Completed,Phoenix,Kingston,No,3
RP000401,DV28220,Server,Hp,ZenBook,SN-lHUt-63611,Renee Davis,Kenneth Campbell,2025-04-17,Network,Motherboard,Parent to color water.,Firmware Update,SSD Drive,2.61,692.61,Pass,Gregory Figueroa,Yes,Pending,Houston,Intel,Yes,1
RP000402,DV65680,Laptop,Dell,Latitude,SN-Liqa-88967,Michelle Sandoval,Keith Adams,2024-08-05,Power,Operating System,Religious eat participant religious consumer.,Replace Component,Motherboard,1.52,644.79,Pass,Dr. Kathryn Hill,No,Completed,Austin,Samsung,Yes,3
RP000403,DV97501,Laptop,Dell,Aspire,SN-tAXu-68341,Madison Jones,Brandon Johnston,2026-07-03,Software,Cooling Fan,Sea never manage.,Software Installation,Battery,6.87,71.94,Pass,Tonya Coleman,No,Cancelled,Austin,Kingston,Yes,5
RP000404,DV90341,Laptop,Dell,Aspire,SN-RRIS-82778,Adrian Lee,Adrienne Coleman,2025-11-08,Hardware,Power Supply,See each school week statement they.,Software Installation,Motherboard,9.66,178.83,Pass,Lisa Lawson,Yes,Completed,Phoenix,Kingston,Yes,4
RP000405,DV98280,Desktop,Lenovo,MacBook Pro,SN-xiGw-28321,Jenny Gray,Brian Sloan,2026-03-26,Power,Battery,Story surface tax face.,Cleaning,Motherboard,4.37,621.06,Fail,Mr. Aaron Welch,Yes,Pending,Dallas,Seagate,Yes,4
RP000406,DV57349,Server,Acer,ZenBook,SN-DNFd-63480,Luis Murphy,Aaron Zamora,2024-07-22,Hardware,RAM,I across issue culture.,BIOS Update,WiFi Card,1.6,262.71,Fail,Stephanie Jenkins,No,Completed,Phoenix,Kingston,No,2
RP000407,DV19123,Server,Hp,Latitude,SN-Ezxt-70243,Steven Herrera,William Douglas,2025-03-13,Power,RAM,Class government its grow that.,OS Reinstallation,WiFi Card,5.47,557.39,Pass,Colton Williams,Yes,Pending,Phoenix,Dell Parts,Yes,2
